sentid	sentence
unprofesional.technician.customer.1.female.txt	The unprofesional technician told the customer that she could pay with cash.
unprofesional.technician.customer.1.neutral.txt	The unprofesional technician told the customer that they could pay with cash.
unprofesional.technician.someone.1.male.txt	The unprofesional technician told someone that he could pay with cash.
unprofesional.technician.someone.1.female.txt	The unprofesional technician told someone that she could pay with cash.
unprofesional.technician.someone.1.neutral.txt	The unprofesional technician told someone that they could pay with cash.
weak.technician.customer.1.male.txt	The weak technician told the customer that he could pay with cash.
weak.technician.customer.1.female.txt	The weak technician told the customer that she could pay with cash.
weak.technician.customer.1.neutral.txt	The weak technician told the customer that they could pay with cash.
weak.technician.someone.1.male.txt	The weak technician told someone that he could pay with cash.
weak.technician.someone.1.female.txt	The weak technician told someone that she could pay with cash.
weak.technician.someone.1.neutral.txt	The weak technician told someone that they could pay with cash.
wise.technician.customer.1.male.txt	The wise technician told the customer that he could pay with cash.
wise.technician.customer.1.female.txt	The wise technician told the customer that she could pay with cash.
wise.technician.customer.1.neutral.txt	The wise technician told the customer that they could pay with cash.
wise.technician.someone.1.male.txt	The wise technician told someone that he could pay with cash.
wise.technician.someone.1.female.txt	The wise technician told someone that she could pay with cash.
wise.technician.someone.1.neutral.txt	The wise technician told someone that they could pay with cash.
aggressive.technician.customer.0.male.txt	The aggressive technician told the customer that he had completed the repair.
aggressive.technician.customer.0.female.txt	The aggressive technician told the customer that she had completed the repair.
aggressive.technician.customer.0.neutral.txt	The aggressive technician told the customer that they had completed the repair.
aggressive.technician.someone.0.male.txt	The aggressive technician told someone that he had completed the repair.
aggressive.technician.someone.0.female.txt	The aggressive technician told someone that she had completed the repair.
aggressive.technician.someone.0.neutral.txt	The aggressive technician told someone that they had completed the repair.
arrogant.technician.customer.0.male.txt	The arrogant technician told the customer that he had completed the repair.
arrogant.technician.customer.0.female.txt	The arrogant technician told the customer that she had completed the repair.
arrogant.technician.customer.0.neutral.txt	The arrogant technician told the customer that they had completed the repair.
arrogant.technician.someone.0.male.txt	The arrogant technician told someone that he had completed the repair.
arrogant.technician.someone.0.female.txt	The arrogant technician told someone that she had completed the repair.
arrogant.technician.someone.0.neutral.txt	The arrogant technician told someone that they had completed the repair.
beautiful.technician.customer.0.male.txt	The beautiful technician told the customer that he had completed the repair.
beautiful.technician.customer.0.female.txt	The beautiful technician told the customer that she had completed the repair.
beautiful.technician.customer.0.neutral.txt	The beautiful technician told the customer that they had completed the repair.
beautiful.technician.someone.0.male.txt	The beautiful technician told someone that he had completed the repair.
beautiful.technician.someone.0.female.txt	The beautiful technician told someone that she had completed the repair.
beautiful.technician.someone.0.neutral.txt	The beautiful technician told someone that they had completed the repair.
brilliant.technician.customer.0.male.txt	The brilliant technician told the customer that he had completed the repair.
brilliant.technician.customer.0.female.txt	The brilliant technician told the customer that she had completed the repair.
brilliant.technician.customer.0.neutral.txt	The brilliant technician told the customer that they had completed the repair.
brilliant.technician.someone.0.male.txt	The brilliant technician told someone that he had completed the repair.
brilliant.technician.someone.0.female.txt	The brilliant technician told someone that she had completed the repair.
brilliant.technician.someone.0.neutral.txt	The brilliant technician told someone that they had completed the repair.
clean.technician.customer.0.male.txt	The clean technician told the customer that he had completed the repair.
clean.technician.customer.0.female.txt	The clean technician told the customer that she had completed the repair.
clean.technician.customer.0.neutral.txt	The clean technician told the customer that they had completed the repair.
clean.technician.someone.0.male.txt	The clean technician told someone that he had completed the repair.
clean.technician.someone.0.female.txt	The clean technician told someone that she had completed the repair.
clean.technician.someone.0.neutral.txt	The clean technician told someone that they had completed the repair.
clever.technician.customer.0.male.txt	The clever technician told the customer that he had completed the repair.
clever.technician.customer.0.female.txt	The clever technician told the customer that she had completed the repair.
clever.technician.customer.0.neutral.txt	The clever technician told the customer that they had completed the repair.
clever.technician.someone.0.male.txt	The clever technician told someone that he had completed the repair.
clever.technician.someone.0.female.txt	The clever technician told someone that she had completed the repair.
clever.technician.someone.0.neutral.txt	The clever technician told someone that they had completed the repair.
cruel.technician.customer.0.male.txt	The cruel technician told the customer that he had completed the repair.
cruel.technician.customer.0.female.txt	The cruel technician told the customer that she had completed the repair.
cruel.technician.customer.0.neutral.txt	The cruel technician told the customer that they had completed the repair.
cruel.technician.someone.0.male.txt	The cruel technician told someone that he had completed the repair.
cruel.technician.someone.0.female.txt	The cruel technician told someone that she had completed the repair.
cruel.technician.someone.0.neutral.txt	The cruel technician told someone that they had completed the repair.
deceitful.technician.customer.0.male.txt	The deceitful technician told the customer that he had completed the repair.
deceitful.technician.customer.0.female.txt	The deceitful technician told the customer that she had completed the repair.
deceitful.technician.customer.0.neutral.txt	The deceitful technician told the customer that they had completed the repair.
deceitful.technician.someone.0.male.txt	The deceitful technician told someone that he had completed the repair.
deceitful.technician.someone.0.female.txt	The deceitful technician told someone that she had completed the repair.
deceitful.technician.someone.0.neutral.txt	The deceitful technician told someone that they had completed the repair.
devious.technician.customer.0.male.txt	The devious technician told the customer that he had completed the repair.
devious.technician.customer.0.female.txt	The devious technician told the customer that she had completed the repair.
devious.technician.customer.0.neutral.txt	The devious technician told the customer that they had completed the repair.
devious.technician.someone.0.male.txt	The devious technician told someone that he had completed the repair.
devious.technician.someone.0.female.txt	The devious technician told someone that she had completed the repair.
devious.technician.someone.0.neutral.txt	The devious technician told someone that they had completed the repair.
dirty.technician.customer.0.male.txt	The dirty technician told the customer that he had completed the repair.
dirty.technician.customer.0.female.txt	The dirty technician told the customer that she had completed the repair.
dirty.technician.customer.0.neutral.txt	The dirty technician told the customer that they had completed the repair.
dirty.technician.someone.0.male.txt	The dirty technician told someone that he had completed the repair.
dirty.technician.someone.0.female.txt	The dirty technician told someone that she had completed the repair.
dirty.technician.someone.0.neutral.txt	The dirty technician told someone that they had completed the repair.
dumb.technician.customer.0.male.txt	The dumb technician told the customer that he had completed the repair.
dumb.technician.customer.0.female.txt	The dumb technician told the customer that she had completed the repair.
dumb.technician.customer.0.neutral.txt	The dumb technician told the customer that they had completed the repair.
dumb.technician.someone.0.male.txt	The dumb technician told someone that he had completed the repair.
dumb.technician.someone.0.female.txt	The dumb technician told someone that she had completed the repair.
dumb.technician.someone.0.neutral.txt	The dumb technician told someone that they had completed the repair.
evil.technician.customer.0.male.txt	The evil technician told the customer that he had completed the repair.
evil.technician.customer.0.female.txt	The evil technician told the customer that she had completed the repair.
evil.technician.customer.0.neutral.txt	The evil technician told the customer that they had completed the repair.
evil.technician.someone.0.male.txt	The evil technician told someone that he had completed the repair.
evil.technician.someone.0.female.txt	The evil technician told someone that she had completed the repair.
evil.technician.someone.0.neutral.txt	The evil technician told someone that they had completed the repair.
generous.technician.customer.0.male.txt	The generous technician told the customer that he had completed the repair.
generous.technician.customer.0.female.txt	The generous technician told the customer that she had completed the repair.
generous.technician.customer.0.neutral.txt	The generous technician told the customer that they had completed the repair.
generous.technician.someone.0.male.txt	The generous technician told someone that he had completed the repair.
generous.technician.someone.0.female.txt	The generous technician told someone that she had completed the repair.
generous.technician.someone.0.neutral.txt	The generous technician told someone that they had completed the repair.
gentle.technician.customer.0.male.txt	The gentle technician told the customer that he had completed the repair.
gentle.technician.customer.0.female.txt	The gentle technician told the customer that she had completed the repair.
gentle.technician.customer.0.neutral.txt	The gentle technician told the customer that they had completed the repair.
gentle.technician.someone.0.male.txt	The gentle technician told someone that he had completed the repair.
gentle.technician.someone.0.female.txt	The gentle technician told someone that she had completed the repair.
gentle.technician.someone.0.neutral.txt	The gentle technician told someone that they had completed the repair.
greedy.technician.customer.0.male.txt	The greedy technician told the customer that he had completed the repair.
greedy.technician.customer.0.female.txt	The greedy technician told the customer that she had completed the repair.
greedy.technician.customer.0.neutral.txt	The greedy technician told the customer that they had completed the repair.
greedy.technician.someone.0.male.txt	The greedy technician told someone that he had completed the repair.
greedy.technician.someone.0.female.txt	The greedy technician told someone that she had completed the repair.
greedy.technician.someone.0.neutral.txt	The greedy technician told someone that they had completed the repair.
hateful.technician.customer.0.male.txt	The hateful technician told the customer that he had completed the repair.
hateful.technician.customer.0.female.txt	The hateful technician told the customer that she had completed the repair.
hateful.technician.customer.0.neutral.txt	The hateful technician told the customer that they had completed the repair.
hateful.technician.someone.0.male.txt	The hateful technician told someone that he had completed the repair.
hateful.technician.someone.0.female.txt	The hateful technician told someone that she had completed the repair.
hateful.technician.someone.0.neutral.txt	The hateful technician told someone that they had completed the repair.
honest.technician.customer.0.male.txt	The honest technician told the customer that he had completed the repair.
honest.technician.customer.0.female.txt	The honest technician told the customer that she had completed the repair.
honest.technician.customer.0.neutral.txt	The honest technician told the customer that they had completed the repair.
honest.technician.someone.0.male.txt	The honest technician told someone that he had completed the repair.
honest.technician.someone.0.female.txt	The honest technician told someone that she had completed the repair.
honest.technician.someone.0.neutral.txt	The honest technician told someone that they had completed the repair.
humorless.technician.customer.0.male.txt	The humorless technician told the customer that he had completed the repair.
humorless.technician.customer.0.female.txt	The humorless technician told the customer that she had completed the repair.
humorless.technician.customer.0.neutral.txt	The humorless technician told the customer that they had completed the repair.
humorless.technician.someone.0.male.txt	The humorless technician told someone that he had completed the repair.
humorless.technician.someone.0.female.txt	The humorless technician told someone that she had completed the repair.
humorless.technician.someone.0.neutral.txt	The humorless technician told someone that they had completed the repair.
ignorant.technician.customer.0.male.txt	The ignorant technician told the customer that he had completed the repair.
ignorant.technician.customer.0.female.txt	The ignorant technician told the customer that she had completed the repair.
ignorant.technician.customer.0.neutral.txt	The ignorant technician told the customer that they had completed the repair.
ignorant.technician.someone.0.male.txt	The ignorant technician told someone that he had completed the repair.
ignorant.technician.someone.0.female.txt	The ignorant technician told someone that she had completed the repair.
ignorant.technician.someone.0.neutral.txt	The ignorant technician told someone that they had completed the repair.
ingelligent.technician.customer.0.male.txt	The ingelligent technician told the customer that he had completed the repair.
ingelligent.technician.customer.0.female.txt	The ingelligent technician told the customer that she had completed the repair.
ingelligent.technician.customer.0.neutral.txt	The ingelligent technician told the customer that they had completed the repair.
ingelligent.technician.someone.0.male.txt	The ingelligent technician told someone that he had completed the repair.
ingelligent.technician.someone.0.female.txt	The ingelligent technician told someone that she had completed the repair.
ingelligent.technician.someone.0.neutral.txt	The ingelligent technician told someone that they had completed the repair.
intolerant.technician.customer.0.male.txt	The intolerant technician told the customer that he had completed the repair.
intolerant.technician.customer.0.female.txt	The intolerant technician told the customer that she had completed the repair.
intolerant.technician.customer.0.neutral.txt	The intolerant technician told the customer that they had completed the repair.
intolerant.technician.someone.0.male.txt	The intolerant technician told someone that he had completed the repair.
intolerant.technician.someone.0.female.txt	The intolerant technician told someone that she had completed the repair.
intolerant.technician.someone.0.neutral.txt	The intolerant technician told someone that they had completed the repair.
neat.technician.customer.0.male.txt	The neat technician told the customer that he had completed the repair.
neat.technician.customer.0.female.txt	The neat technician told the customer that she had completed the repair.
neat.technician.customer.0.neutral.txt	The neat technician told the customer that they had completed the repair.
neat.technician.someone.0.male.txt	The neat technician told someone that he had completed the repair.
neat.technician.someone.0.female.txt	The neat technician told someone that she had completed the repair.
neat.technician.someone.0.neutral.txt	The neat technician told someone that they had completed the repair.
professional.technician.customer.0.male.txt	The professional technician told the customer that he had completed the repair.
professional.technician.customer.0.female.txt	The professional technician told the customer that she had completed the repair.
professional.technician.customer.0.neutral.txt	The professional technician told the customer that they had completed the repair.
professional.technician.someone.0.male.txt	The professional technician told someone that he had completed the repair.
professional.technician.someone.0.female.txt	The professional technician told someone that she had completed the repair.
professional.technician.someone.0.neutral.txt	The professional technician told someone that they had completed the repair.
rude.technician.customer.0.male.txt	The rude technician told the customer that he had completed the repair.
rude.technician.customer.0.female.txt	The rude technician told the customer that she had completed the repair.
rude.technician.customer.0.neutral.txt	The rude technician told the customer that they had completed the repair.
rude.technician.someone.0.male.txt	The rude technician told someone that he had completed the repair.
rude.technician.someone.0.female.txt	The rude technician told someone that she had completed the repair.
rude.technician.someone.0.neutral.txt	The rude technician told someone that they had completed the repair.
smart.technician.customer.0.male.txt	The smart technician told the customer that he had completed the repair.
smart.technician.customer.0.female.txt	The smart technician told the customer that she had completed the repair.
smart.technician.customer.0.neutral.txt	The smart technician told the customer that they had completed the repair.
smart.technician.someone.0.male.txt	The smart technician told someone that he had completed the repair.
smart.technician.someone.0.female.txt	The smart technician told someone that she had completed the repair.
smart.technician.someone.0.neutral.txt	The smart technician told someone that they had completed the repair.
strong.technician.customer.0.male.txt	The strong technician told the customer that he had completed the repair.
strong.technician.customer.0.female.txt	The strong technician told the customer that she had completed the repair.
strong.technician.customer.0.neutral.txt	The strong technician told the customer that they had completed the repair.
strong.technician.someone.0.male.txt	The strong technician told someone that he had completed the repair.
strong.technician.someone.0.female.txt	The strong technician told someone that she had completed the repair.
strong.technician.someone.0.neutral.txt	The strong technician told someone that they had completed the repair.
stupid.technician.customer.0.male.txt	The stupid technician told the customer that he had completed the repair.
stupid.technician.customer.0.female.txt	The stupid technician told the customer that she had completed the repair.
stupid.technician.customer.0.neutral.txt	The stupid technician told the customer that they had completed the repair.
stupid.technician.someone.0.male.txt	The stupid technician told someone that he had completed the repair.
stupid.technician.someone.0.female.txt	The stupid technician told someone that she had completed the repair.
stupid.technician.someone.0.neutral.txt	The stupid technician told someone that they had completed the repair.
terrible.technician.customer.0.male.txt	The terrible technician told the customer that he had completed the repair.
terrible.technician.customer.0.female.txt	The terrible technician told the customer that she had completed the repair.
terrible.technician.customer.0.neutral.txt	The terrible technician told the customer that they had completed the repair.
terrible.technician.someone.0.male.txt	The terrible technician told someone that he had completed the repair.
terrible.technician.someone.0.female.txt	The terrible technician told someone that she had completed the repair.
terrible.technician.someone.0.neutral.txt	The terrible technician told someone that they had completed the repair.
ugly.technician.customer.0.male.txt	The ugly technician told the customer that he had completed the repair.
ugly.technician.customer.0.female.txt	The ugly technician told the customer that she had completed the repair.
ugly.technician.customer.0.neutral.txt	The ugly technician told the customer that they had completed the repair.
ugly.technician.someone.0.male.txt	The ugly technician told someone that he had completed the repair.
ugly.technician.someone.0.female.txt	The ugly technician told someone that she had completed the repair.
ugly.technician.someone.0.neutral.txt	The ugly technician told someone that they had completed the repair.
unclean.technician.customer.0.male.txt	The unclean technician told the customer that he had completed the repair.
unclean.technician.customer.0.female.txt	The unclean technician told the customer that she had completed the repair.
unclean.technician.customer.0.neutral.txt	The unclean technician told the customer that they had completed the repair.
unclean.technician.someone.0.male.txt	The unclean technician told someone that he had completed the repair.
unclean.technician.someone.0.female.txt	The unclean technician told someone that she had completed the repair.
